ticket_id,created_at,resolved_at,resolution_hours,description
TICK-02481,3/7/24 11:51,35:58.2,0.749507369,"""I'm encountering an error message when trying to connect our CRM system to your platform using the API. I've double-checked the endpoint URL and authentication credentials, but I'm still unable to establish a successful connection. Can someone please help troubleshoot this integration issue?"""
TICK-03375,3/7/24 11:52,43:04.5,9.851239128747567,"""I'm currently trying to set up the integration between our system and a third-party application, but I keep encountering errors when attempting to connect. I've double-checked the API key and endpoint URL, but I'm still unable to establish a successful connection. I could use some guidance on troubleshooting and resolving this integration issue."""
TICK-00490,3/7/24 11:59,23:22.3,8.406200913107952,"""I'm unable to log in to my account using my usual password. I've tried resetting it multiple times but I'm not receiving the email to reset it. Can you please assist me with regaining access to my account?"""
TICK-02951,3/7/24 12:25,21:56.3,21.948980528870617,"""I'm having trouble logging into my account. I've tried resetting my password, but I'm still unable to access my account. I keep getting an error message saying my login credentials are incorrect, even though I'm sure I'm using the right information. Can you please help me troubleshoot this issue?"""
TICK-04856,3/7/24 12:59,33:21.0,21.572494676526382,"""I'm experiencing issues with setting up the integration between our CRM system and our email marketing platform. I keep receiving errors when trying to establish the connection and the data doesn't seem to be syncing properly. Can someone please assist me in troubleshooting this integration problem?"""
TICK-02608,3/7/24 14:01,54:23.3,17.889792262409586,"""I'm trying to set up the integration with our CRM system, but I keep getting an error message when trying to connect. I've double-checked the API key and endpoint URL, but it's still not working. Can you help troubleshoot the issue and guide me through the setup process?"""
TICK-04802,3/7/24 14:48,43:18.4,8.921776937,"""I'm having trouble setting up recurring tasks in the app - it seems like the feature isn't working as expected. I've followed the instructions in the help section, but the tasks are not appearing as they should. Can you please help me figure out what I'm doing wrong or if there's a bug with this feature?"""
TICK-02676,3/7/24 15:10,53:25.4,5.723709980583432,"""I'm having trouble figuring out how to schedule recurring tasks in the app. I've been trying to set it up for my team, but I can't seem to get it to work properly. Can you provide some guidance on the best way to set this up and if there are any limitations I should be aware of?"""
TICK-01403,3/7/24 15:52,51:41.5,18.994873582007965,"""I'm experiencing really slow loading times when I try to access my dashboard and it's been causing delays in my work. Is there anything that can be done to improve the system speed?"""
TICK-00860,3/7/24 16:06,53:04.4,16.78456276674975,"Hello, I'm experiencing some issues while trying to set up the integration between our CRM system and your platform. I keep getting errors when trying to connect the API and the webhooks, and the data doesn't seem to be syncing properly. Can you please help me troubleshoot this integration problem? Thank you!"
TICK-00880,3/8/24 1:20,22:42.9,18.04524678996457,"""Hi, I noticed an unexpected charge on my monthly subscription, and I'm not sure why this happened. I would like to dispute this charge and get a refund if possible. Can someone please help me with this issue?"""
TICK-01783,3/8/24 8:14,44:15.8,70.50438811078565,"""I'm trying to update my profile picture, but every time I try to upload an image, I get an error message saying the file format is not supported. I've tried using different image files, but I keep running into the same issue. Can you help me figure out what's causing this problem?"""
TICK-02403,3/8/24 9:22,14:57.0,22.88249784303659,"""I'm having trouble figuring out how to use the new file sharing feature. I've been following the instructions but I keep getting an error message when I try to upload a file. Can you provide some guidance on how to properly utilize this feature?"""
TICK-03155,3/8/24 9:31,20:58.1,20.83279630554994,"""The website is taking a very long time to load, and I keep getting timeouts when I try to access certain pages. This is impacting my ability to complete my work efficiently, and I need assistance resolving this issue as soon as possible."""
TICK-02431,3/8/24 10:15,28:47.7,11.229908656446613,"""I tried to log into my account this morning, but it keeps saying my password is incorrect. I've already tried to reset it multiple times, but I'm not receiving the reset email. Can you please help me access my account as soon as possible? I have some urgent tasks to complete."""
TICK-01015,3/8/24 10:16,52:32.7,9.609072481523235,"""The website is taking a very long time to load, and I keep experiencing timeouts when trying to access certain pages. This has been happening for the past two days and is making it difficult for me to work efficiently. I've tried clearing my browser cache and using different devices, but the issue persists."""
